"","doi_o","doi_r","apa_ref_r"
"247","10.1037/0096-1523.1.3.288","10.31219/osf.io/x394e_v3","Seda, L., Fatori, D., & Batistuzzo, M. C. (2025). Hindsight Bias: A Preregistered Replication Study Of Fischhoff (1975) With An Extension On Depressive Symptoms As Moderation. https://doi.org/10.31219/osf.io/x394e_v3"
"248","10.1177/002224298204600109","10.1027/1864-9335/a000182","Vermeulen, I., Batenburg, A., Beukeboom, C. J., & Smits, T. (2014). Breakthrough or One-Hit Wonder? Social Psychology, 45(3), 179–186. https://doi.org/10.1027/1864-9335/a000182"
"249","10.1177/002224298204600109","10.1080/00913367.2015.1088809","Vermeulen, I., & Beukeboom, C. J. (2015). Effects of Music in Advertising: Three Experiments Replicating Single-Exposure Musical Conditioning of Consumer Choice (Gorn 1982) in an Individual Setting. Journal of Advertising, 45(1), 53–61. https://doi.org/10.1080/00913367.2015.1088809"
"250","10.1177/002224298204600109","10.1027/1864-9335/a000182","Vermeulen, I., Batenburg, A., Beukeboom, C. J., & Smits, T. (2014). Breakthrough or One-Hit Wonder? Social Psychology, 45(3), 179–186. https://doi.org/10.1027/1864-9335/a000182"
"251","10.1016/j.earlhumdev.2003.12.002","10.1101/2020.07.10.197269","Richards, G., Browne, W. V., & Constantinescu, M. (2020). Digit Ratio (2D:4D) and Amniotic Testosterone and Estradiol: An Attempted Replication of Lutchmaya et al. (2004). https://doi.org/10.1101/2020.07.10.197269"
"252","10.1016/j.earlhumdev.2003.12.002","10.1017/s2040174420001294","Richards, G., Browne, W. V., & Constantinescu, M. (2021). Digit ratio (2D:4D) and amniotic testosterone and estradiol: an attempted replication of Lutchmaya                    et al.                    (2004). Journal of Developmental Origins of Health and Disease, 12(6), 859–864. https://doi.org/10.1017/s2040174420001294"
"253","10.3758/bf03214286","10.20982/tqmp.21.3.p115","Losier Poirier, S., Caissie, A. J., & Harding, B. (2025). A replication of Ratcliff and Hacker’s (1981) Same-Different task variant (Experiment 1). The Quantitative Methods for Psychology, 21(3), 115–124. https://doi.org/10.20982/tqmp.21.3.p115"
"254","10.3758/bf03214286","10.20982/tqmp.21.3.p115","Losier Poirier, S., Caissie, A. J., & Harding, B. (2025). A replication of Ratcliff and Hacker’s (1981) Same-Different task variant (Experiment 1). The Quantitative Methods for Psychology, 21(3), 115–124. https://doi.org/10.20982/tqmp.21.3.p115"
"255","10.1257/aer.101.7.3221","10.26481/umagsb.2025008","Cao, G., & Rusch, H. (2025). Modern Slavery and Mistrust: A Conceptual Replication of Nunn &amp; Wantchekon (AER, 2011). https://doi.org/10.26481/umagsb.2025008"
"256","10.1257/aer.101.7.3221","10.1002/jae.2309","Deconinck, K., & Verpoorten, M. (2012). Narrow and scientific replication of ‘The slave trade and the origins of mistrust in Africa’’.’ Journal of Applied Econometrics, 28(1), 166–169. Portico. https://doi.org/10.1002/jae.2309"
"257","10.1038/nn1504","10.7554/elife.33468","Nieuwland, M. S., Politzer-Ahles, S., Heyselaar, E., Segaert, K., Darley, E., Kazanina, N., Von Grebmer Zu Wolfsthurn, S., Bartolozzi, F., Kogan, V., Ito, A., Mézière, D., Barr, D. J., Rousselet, G. A., Ferguson, H. J., Busch-Moreno, S., Fu, X., Tuomainen, J., Kulakova, E., Husband, E. M., … Huettig, F. (2018). Large-scale replication study reveals a limit on probabilistic prediction in language comprehension. ELife, 7. CLOCKSS. https://doi.org/10.7554/elife.33468"
"258","10.1038/nn1504","10.1101/111807","Nieuwland, M., Politzer-Ahles, S., Heyselaar, E., Segaert, K., Darley, E., Kazanina, N., Von Grebmer Zu Wolfsthurn, S., Bartolozzi, F., Kogan, V., Ito, A., Mézière, D., Barr, D. J., Rousselet, G., Ferguson, H. J., Busch-Moreno, S., Fu, X., Tuomainen, J., Kulakova, E., Husband, E. M., … Huettig, F. (2017). Limits on prediction in language comprehension: A multi-lab failure to replicate evidence for probabilistic pre-activation of phonology. https://doi.org/10.1101/111807"
"259","10.1111/1467-9280.00111","10.1027/1864-9335/a000184","Gibson, C. E., Losee, J., & Vitiello, C. (2014). A Replication Attempt of Stereotype Susceptibility (). Social Psychology, 45(3), 194–198. https://doi.org/10.1027/1864-9335/a000184"
"260","10.1111/1467-9280.00111","10.1027/1864-9335/a000193","Moon, A., & Roeder, S. S. (2014). A Secondary Replication Attempt of Stereotype Susceptibility (). Social Psychology, 45(3), 199–201. https://doi.org/10.1027/1864-9335/a000193"
"261","10.1037/0022-3514.54.5.768","10.1037/pspa0000121","Noah, T., Schul, Y., & Mayo, R. (2018). When both the original study and its failed replication are correct: Feeling observed eliminates the facial-feedback effect. Journal of Personality and Social Psychology, 114(5), 657–664. https://doi.org/10.1037/pspa0000121"
"262","10.1037/0022-3514.54.5.768","10.1177/1745691616674458","Wagenmakers, E.-J., Beek, T., Dijkhoff, L., Gronau, Q. F., Acosta, A., Adams, R. B., Albohn, D. N., Allard, E. S., Benning, S. D., Blouin-Hudon, E.-M., Bulnes, L. C., Caldwell, T. L., Calin-Jageman, R. J., Capaldi, C. A., Carfagno, N. S., Chasten, K. T., Cleeremans, A., Connell, L., DeCicco, J. M., … Zwaan, R. A. (2016). Registered Replication Report. Perspectives on Psychological Science, 11(6), 917–928. https://doi.org/10.1177/1745691616674458"
"263","10.1126/science.1162548","10.1027/1864-9335/a000187","Lynott, D., Corker, K. S., Wortman, J., Connell, L., Donnellan, M. B., Lucas, R. E., & O’Brien, K. (2014). Replication of “Experiencing Physical Warmth Promotes Interpersonal Warmth” by. Social Psychology, 45(3), 216–222. https://doi.org/10.1027/1864-9335/a000187"
"264","10.1126/science.1162548","10.31234/osf.io/mvn9b","Chabris, C. F., Heck, P. R., Mandart, J., Benjamin, D. J., & Simons, D. J. (2018). No Evidence that Experiencing Physical Warmth Promotes Interpersonal Warmth: Two Failures to Replicate Williams and Bargh (2008). https://doi.org/10.31234/osf.io/mvn9b"
"265","10.3389/fpsyt.2012.00045","10.3389/fnins.2018.00617","Reteig, L. C., Knapen, T., Roelofs, F. J. F. W., Ridderinkhof, K. R., & Slagter, H. A. (2018). No Evidence That Frontal Eye Field tDCS Affects Latency or Accuracy of Prosaccades. Frontiers in Neuroscience, 12. https://doi.org/10.3389/fnins.2018.00617"
"266","10.3389/fpsyt.2012.00045","10.1167/17.10.898","Reteig, L., Knapen, T., Ridderinkhof, K., & Slagter, H. (2017). Transcranial direct current stimulation of the right frontal eye field to affect saccade execution. Journal of Vision, 17(10), 898. https://doi.org/10.1167/17.10.898"
"267","10.1016/s1386-4181(01)00024-6","10.1561/104.00000058","Harris, L., & Amato, A. (2019). Illiquidity and Stock Returns: Cross-Sectionand Time-Series Effects: A Replication. Critical Finance Review, 8(1–2), 173–202. https://doi.org/10.1561/104.00000058"
"268","10.1016/s1386-4181(01)00024-6","10.1561/104.00000052","Drienko, J., Smith, T., & von Reibnitz, A. (2019). A Review of the Return–Illiquidity Relationship. Critical Finance Review, 8(1–2), 127–171. https://doi.org/10.1561/104.00000052"
"269","10.1056/nejmoa073493","10.1038/jhg.2009.96","Hoppenbrouwers, I. A., Aulchenko, Y. S., Janssens, A. C., Ramagopalan, S. V., Broer, L., Kayser, M., Ebers, G. C., Oostra, B. A., van Duijn, C. M., & Hintzen, R. Q. (2009). Replication of CD58 and CLEC16A as genome-wide significant risk genes for multiple sclerosis. Journal of Human Genetics, 54(11), 676–680. https://doi.org/10.1038/jhg.2009.96"
"270","10.1056/nejmoa073493","10.1038/gene.2008.59","Rubio, J. P., Stankovich, J., Field, J., Tubridy, N., Marriott, M., Chapman, C., Bahlo, M., Perera, D., Johnson, L. J., Tait, B. D., Varney, M. D., Speed, T. P., Taylor, B. V., Foote, S. J., Butzkueven, H., & Kilpatrick, T. J. (2008). Replication of KIAA0350, IL2RA, RPL5 and CD58 as multiple sclerosis susceptibility genes in Australians. Genes &amp; Immunity, 9(7), 624–630. https://doi.org/10.1038/gene.2008.59"
"271","10.3758/bf03206733",NA,NA
"272","10.3758/bf03206733","10.1177/1029864913493802","Frieler, K., Fischinger, T., Schlemmer, K., Lothwesen, K., Jakubowski, K., & Müllensiefen, D. (2013). Absolute memory for pitch: A comparative replication of Levitin’s 1994 study in six European labs. Musicae Scientiae, 17(3), 334–349. https://doi.org/10.1177/1029864913493802"
"273","10.1038/ng.974","10.1038/jhg.2012.11","Fan, Y.-H., Song, Y.-Q., Chan, D., Takahashi, Y., Ikegawa, S., Matsumoto, M., Kou, I., Cheah, K. S., Sham, P., Cheung, K. M., & Luk, K. D. (2012). SNP rs11190870 near LBX1 is associated with adolescent idiopathic scoliosis in southern Chinese. Journal of Human Genetics, 57(4), 244–246. https://doi.org/10.1038/jhg.2012.11"
"274","10.1038/ng.974","10.1371/journal.pone.0053234","Gao, W., Peng, Y., Liang, G., Liang, A., Ye, W., Zhang, L., Sharma, S., Su, P., & Huang, D. (2013). Association between Common Variants near LBX1 and Adolescent Idiopathic Scoliosis Replicated in the Chinese Han Population. PLoS ONE, 8(1), e53234. https://doi.org/10.1371/journal.pone.0053234"
"275","10.1038/ng.2802","10.18632/oncotarget.7945","Gao, Y., Tan, M.-S., Wang, H.-F., Zhang, W., Wang, Z.-X., Jiang, T., Yu, J.-T., & Tan, L. (2016). ZCWPW1 is associated with late-onset Alzheimer’s disease in Han Chinese: a replication study and meta-analyses. Oncotarget, 7(15), 20305–20311. https://doi.org/10.18632/oncotarget.7945"
"276","10.1038/ng.2802","10.18632/oncotarget.12648","Jing, H., Zhu, J.-X., Wang, H.-F., Zhang, W., Zheng, Z.-J., Kong, L.-L., Tan, C.-C., Wang, Z.-X., Tan, L., & Tan, L. (2016). INPP5D rs35349669 polymorphism with late-onset Alzheimer’s disease: A replication study and meta-analysis. Oncotarget, 7(43), 69225–69230. https://doi.org/10.18632/oncotarget.12648"
"277","10.1038/ng.2802","10.18632/oncotarget.9819","Tang, S.-S., Wang, H.-F., Zhang, W., Kong, L.-L., Zheng, Z.-J., Tan, M.-S., Tan, C.-C., Wang, Z.-X., Tan, L., Jiang, T., Yu, J.-T., & Tan, L. (2016). MEF2C rs190982 polymorphism with late-onset Alzheimer’s disease in Han Chinese: A replication study and meta-analyses. Oncotarget, 7(26), 39136–39142. https://doi.org/10.18632/oncotarget.9819"
"278","10.1073/pnas.1211645109","10.1002/ejsp.2390","Karpinski, A., Briggs, J. C., & Yale, M. (2018). A direct replication: Unconscious arithmetic processing. European Journal of Social Psychology, 49(3), 637–644. Portico. https://doi.org/10.1002/ejsp.2390"
"279","10.1073/pnas.1211645109","10.1002/ejsp.2175","Karpinski, A., Yale, M., & Briggs, J. C. (2016). Retracted:                    Unconscious arithmetic processing: A direct replication. European Journal of Social Psychology, 46(3), 384–391. Portico. https://doi.org/10.1002/ejsp.2175"
"280","10.1016/j.jfineco.2004.06.007","10.1561/104.00000072","Kazumori, E., Fang, F., Sharman, R., Takeda, F., & Yu, H. (2019). Asset Pricing with Liquidity Risk:A Replication and Out-of-Sample Testswith the Recent US and the JapaneseMarket Data. Critical Finance Review, 8(1–2), 73–110. https://doi.org/10.1561/104.00000072"
"281","10.1016/j.jfineco.2004.06.007","10.1561/104.00000071","Holden, C. W., & Nam, J. (2019). Do the LCAPM Predictions Hold?Replication and Extension Evidence. Critical Finance Review, 8(1–2), 29–71. https://doi.org/10.1561/104.00000071"
"282","10.1111/j.1468-0297.2009.02267.x","10.1108/s0193-230620150000018002","Murphy, J. J., Batmunkh, N., Nilsson, B., & Ray, S. (2015). The Impact of Social Information on the Voluntary Provision of Public Goods: A Replication Study. Replication in Experimental Economics, 41–50. https://doi.org/10.1108/s0193-230620150000018002"
"283","10.1111/j.1468-0297.2009.02267.x","10.1108/s0193-230620150000018002?utm_campaign=repec&wt.mc_id=repec","Murphy, J. J., Batmunkh, N., Nilsson, B., & Ray, S. (2015). The Impact of Social Information on the Voluntary Provision of Public Goods: A Replication Study. Replication in Experimental Economics, 41–50. https://doi.org/10.1108/s0193-230620150000018002"
"284","10.1073/pnas.1009906107","10.7717/peerj.1173","Najarro, M. A., Sumethasorn, M., Lamoureux, A., & Turner, T. L. (2015). Choosing mates based on the diet of your ancestors: replication of non-genetic assortative mating in                    Drosophila melanogaster. PeerJ, 3, e1173. https://doi.org/10.7717/peerj.1173"
"285","10.1073/pnas.1009906107","10.1073/pnas.1708345114","Leftwich, P. T., Clarke, N. V. E., Hutchings, M. I., & Chapman, T. (2017). Gut microbiomes and reproductive isolation in            <i>Drosophila</i>. Proceedings of the National Academy of Sciences, 114(48), 12767–12772. https://doi.org/10.1073/pnas.1708345114"
"286","10.1037/pspa0000306","10.1177/08902070251410250","Ścigała, K. A., Schild, C., & Pfattheicher, S. (2025). Revisiting regulatory fit and its effect on honesty: A replication attempt. European Journal of Personality. https://doi.org/10.1177/08902070251410250"
"287","10.1037/pspa0000306","10.31234/osf.io/n9kgz_v2","Ścigała, K. A., Schild, C., & Pfattheicher, S. (2025). Revisiting regulatory fit and its effect on honesty: A replication attempt. https://doi.org/10.31234/osf.io/n9kgz_v2"
"288","10.1006/jesp.1996.0005","10.1080/713755986","Klauer, K. C., & Musch, J. (2001). Does Sunshine Prime Loyal? Affective Priming in the Naming Task. The Quarterly Journal of Experimental Psychology Section A, 54(3), 727–751. https://doi.org/10.1080/713755986"
"289","10.1006/jesp.1996.0005","10.1027/1618-3169.51.2.109","Spruyt, A., Hermans, D., Pandelaere, M., De Houwer, J., & Eelen, P. (2004). On the Replicability of the Affective Priming Effect in the Pronunciation Task. Experimental Psychology, 51(2), 109–115. https://doi.org/10.1027/1618-3169.51.2.109"
"290","10.1038/nm.4246","10.1101/416321","Dinga, R., Schmaal, L., Penninx, B., Tol, M. J. van, Veltman, D. J., Velzen, L. van, Wee, N. van der, & Marquand, A. (2018). Evaluating the evidence for biotypes of depression: attempted replication of Drysdale et.al. 2017. https://doi.org/10.1101/416321"
"291","10.1038/nm.4246","10.1016/j.nicl.2019.101796","Dinga, R., Schmaal, L., Penninx, B. W. J. H., van Tol, M. J., Veltman, D. J., van Velzen, L., Mennes, M., van der Wee, N. J. A., & Marquand, A. F. (2019). Evaluating the evidence for biotypes of depression: Methodological replication and extension of. NeuroImage: Clinical, 22, 101796. https://doi.org/10.1016/j.nicl.2019.101796"
"292","10.1016/j.cognition.2008.04.002","10.31234/osf.io/eu9cj","Ricketts, W., & Hartshorne, J. K. (2022). Second Replication of Finn &amp;amp; Hudson Kam (2008) Experiment 1. https://doi.org/10.31234/osf.io/eu9cj"
"293","10.1016/j.cognition.2008.04.002","10.31234/osf.io/yt9n8","Ricketts, W., & Hartshorne, J. K. (2022). Second Replication of Finn &amp;amp; Hudson Kam (2008) Experiment 3. https://doi.org/10.31234/osf.io/yt9n8"
"294","10.1038/srep38427","10.7554/elife.57614","Markel, K. (2020). Lack of evidence for associative learning in pea plants. ELife, 9. CLOCKSS. https://doi.org/10.7554/elife.57614"
"295","10.1038/srep38427","10.1101/2020.04.05.026823","Markel, K. (2020). Pavlov’s pea plants? Not so fast. An attempted replication of Gagliano                  <i>et al</i>                  . (December 2016). https://doi.org/10.1101/2020.04.05.026823"
"296","10.1177/0956797612465878","10.6084/m9.figshare.4213137.v2","Ratner, K., Burrow, A. L., &amp; Thoemmes, F. (2016). <i>R Studio Script from The effects of exposure to objective coherence on perceived meaning in life: a preregistered direct replication of Heintzelman, Trent &amp; King (2013)</i> [Data set]. The Royal Society. https://doi.org/10.6084/M9.FIGSHARE.4213137.V2"
"297","10.1177/0956797612465878","10.1098/rsos.160431","Ratner, K., Burrow, A. L., & Thoemmes, F. (2016). The effects of exposure to objective coherence on perceived meaning in life: a preregistered direct replication of Heintzelman, Trent &amp; King (2013). Royal Society Open Science, 3(11), 160431. https://doi.org/10.1098/rsos.160431"
"298","10.1371/journal.pgen.1002656","10.17615/snbr-qh40","Stogmann, Elisabeth, Liang, Kung-Yee, Hoffman, Per, Herms, Stefan, Donohoe, Gary, Kalaydjieva, Luba, Waddington, John, Buckner, Randy L., Bevilacqua, Elizabeth, Mowry, Bryan J., Powell, John, Mattheisen, Manuel, Jablensky, Assen V., Dinan, Timothy, Kennedy, James L., Hammer, Christian, Stefansson, Kari, Fromer, Menachem, Mesholam-Gately, Raquelle I., … Pato, Carlos N. (2016). No Reliable Association between Runs of Homozygosity and Schizophrenia in a Well-Powered Replication Study. <i>The University of North Carolina at Chapel Hill University Libraries</i>. https://doi.org/10.17615/SNBR-QH40"
"299","10.1371/journal.pgen.1002656","10.1371/journal.pgen.1006343","Johnson, E. C., Bjelland, D. W., Howrigan, D. P., Abdellaoui, A., Breen, G., Borglum, A., Cichon, S., Degenhardt, F., Forstner, A. J., Frank, J., Genovese, G., Heilmann-Heimbach, S., Herms, S., Hoffman, P., Maier, W., Mattheisen, M., Morris, D., Mowry, B., Müller-Mhysok, B., … Keller, M. C. (2016). No Reliable Association between Runs of Homozygosity and Schizophrenia in a Well-Powered Replication Study. PLOS Genetics, 12(10), e1006343. https://doi.org/10.1371/journal.pgen.1006343"
"300","10.1177/0265407512453827","10.1080/10510974.2018.1467941","Crowley, J. P., Allred, R. J., Follon, J., & Volkmer, C. (2018). Replication of the Mere Presence Hypothesis: The Effects of Cell Phones on Face-to-Face Conversations. Communication Studies, 69(3), 283–293. https://doi.org/10.1080/10510974.2018.1467941"
"301","10.1177/0265407512453827","10.1371/journal.pone.0251451","Linares, C., & Sellier, A.-L. (2021). How bad is the mere presence of a phone? A replication of Przybylski and Weinstein (2013) and an extension to creativity. PLOS ONE, 16(6), e0251451. https://doi.org/10.1371/journal.pone.0251451"
"302","10.1016/j.compedu.2014.04.009","10.1080/13803611.2021.2022319","Bokhove, C. (2022). The role of analytical variability in secondary data replications: a replication of Kim et al. (2014). Educational Research and Evaluation, 27(1–2), 141–163. https://doi.org/10.1080/13803611.2021.2022319"
"303","10.1016/j.compedu.2014.04.009",NA,"Bokhove, C., Nast, C., Tyner, A. H., Abatayo, A., Loomas, Z., Miske, O., … Bokhove, C. (2025, November 18). SCORE secondary data replication of Kim et al. (2014). Retrieved from osf.io/u52y3"
"304","10.1017/s0043887112000032",NA,"Parsons, E. S., Miske, O., Luis, B., Loomas, Z., Fox, N. W., Tyner, A. H., … Tomašević, A. (2025, November 18). SCORE secondary data replication of McLaren (2012). Retrieved from osf.io/e48gd"
"305","10.1017/s0043887112000032",NA,"Kołczyńska, M., Tyner, A. H., Miske, O., Luis, B., Parsons, E. S., & Loomas, Z. (2025, November 18). SCORE secondary data replication of McLaren (2012). Retrieved from osf.io/rpumq"
"306","10.1086/698750",NA,"Parsons, E. S., Miske, O., Luis, B., Loomas, Z., Fox, N. W., Tyner, A. H., … Boxell, L. (2025, November 18). SCORE secondary data replication of Liang et al. (2018). Retrieved from osf.io/ub4c6"
"307","10.1086/698750",NA,"Tyner, A. H., Loomas, Z., Miske, O., Luis, B., Abatayo, A., Fiala, N., … Fong, C. Y. M. (2025, November 18). Analysis. Retrieved from osf.io/9v6er"
"308","10.1017/s0003055412000299",NA,"Parsons, E. S., Miske, O., Luis, B., Loomas, Z., Fox, N. W., Tyner, A. H., … Boxell, L. (2025, November 18). SCORE secondary data replication of Bateson (2012). Retrieved from osf.io/df36m"
"309","10.1017/s0003055412000299",NA,"Szabelska, A., Tyner, A. H., Loomas, Z., Miske, O., Luis, B., & Parsons, E. S. (2025, November 18). SCORE secondary data replication of Bateson (2012). Retrieved from osf.io/ta5vh"
